words,occurrences,frequency
argent,1227,0.04454768308480543
communication,1225,0.044475070724439
échange,1224,0.04443876454425578
procureur,1223,0.04440245836407256
comité,1220,0.044293539823522916
dollar,1219,0.0442572336433397
découverte,1219,0.0442572336433397
directrice,1217,0.04418462128297327
me,1213,0.04403939656224041
classement,1209,0.04389417184150755
construction,1204,0.04371264094059147
attente,1204,0.04371264094059147
combat,1202,0.04364002858022504
patron,1201,0.043603722400041824
commune,1200,0.04356741621985861
nation,1199,0.04353111003967539
décès,1198,0.04349480385949218
croissance,1193,0.0433132729585761
faute,1192,0.043276966778392885
mal,1190,0.043204354418026454
journal,1189,0.04316804823784324
crime,1187,0.04309543587747681
contact,1183,0.042950211156743946
opposition,1183,0.042950211156743946
chaîne,1181,0.042877598796377515
chambre,1181,0.042877598796377515
bilan,1181,0.042877598796377515
pied,1180,0.0428412926161943
initiative,1179,0.042804986436011085
salarié,1177,0.042732374075644654
différence,1170,0.042478230814362146
déclaration,1168,0.042405618453995715
quotidien,1167,0.0423693122738125
lumière,1167,0.0423693122738125
bureau,1157,0.042006250471980346
proche,1154,0.04189733193143069
champ,1151,0.041788413390881046
arrivée,1150,0.04175210721069783
cabinet,1143,0.04149796394941532
train,1142,0.04146165776923211
prévention,1141,0.04142535158904889
unité,1139,0.04135273922868246
succès,1135,0.0412075145079496
forêt,1133,0.04113490214758317
évaluation,1133,0.04113490214758317
tension,1132,0.04109859596739995
application,1126,0.04088075888630066
perte,1125,0.040844452706117446
malade,1123,0.040771840345751015
numéro,1123,0.040771840345751015
essai,1122,0.0407355341655678
distance,1121,0.040699227985384584
enquêteur,1120,0.04066292180520137
vision,1118,0.04059030944483494
républicain,1115,0.04048139090428529
critère,1115,0.04048139090428529
effort,1114,0.040445084724102076
profil,1106,0.04015463528263635
route,1106,0.04015463528263635
degré,1104,0.04008202292226992
carte,1103,0.04004571674208671
anglais,1100,0.03993679820153706
témoignage,1100,0.03993679820153706
collectif,1099,0.039900492021353845
feu,1099,0.039900492021353845
décennie,1099,0.039900492021353845
sélection,1098,0.03986418584117063
statut,1098,0.03986418584117063
audience,1096,0.0397915734808042
électricité,1094,0.03971896112043777
laïcité,1093,0.03968265494025455
sondage,1093,0.03968265494025455
plate,1092,0.03964634876007134
juif,1091,0.03961004257988812
vaccination,1087,0.03946481785915526
durée,1085,0.03939220549878883
salaire,1084,0.03935589931860561
genre,1084,0.03935589931860561
approche,1083,0.03931959313842239
masque,1082,0.039283286958239176
revenu,1078,0.039138062237506314
“,1078,0.039138062237506314
contraire,1078,0.039138062237506314
cursus,1077,0.0391017560573231
danger,1075,0.03902914369695667
retraite,1074,0.03899283751677345
s,1073,0.03895653133659024
identité,1070,0.03884761279604059
consommateur,1069,0.038811306615857376
disposition,1068,0.03877500043567416
référence,1067,0.038738694255490945
agriculture,1066,0.03870238807530773
total,1062,0.03855716335457487
tiers,1061,0.03852085717439165
faveur,1059,0.03844824481402522
alerte,1054,0.038266713913109145
dirigeant,1052,0.038194101552742714
limite,1051,0.0381577953725595
pétrole,1049,0.03808518301219307
réflexion,1048,0.03804887683200985
magistrat,1045,0.037939958291460206
attention,1044,0.03790365211127699
tendance,1044,0.03790365211127699
revue,1043,0.037867345931093775
cité,1040,0.03775842739054413
issue,1038,0.0376858150301777
vœu,1037,0.03764950884999448
conflit,1036,0.03761320266981127
intention,1034,0.037540590309444836
rencontre,1033,0.03750428412926162
terrorisme,1029,0.03735905940852876
fédération,1029,0.03735905940852876
naissance,1028,0.037322753228345544
transport,1022,0.03710491614724625
prépa,1019,0.036995997606696605
visite,1017,0.036923385246330175
pas,1016,0.03688707906614696
envie,1014,0.03681446670578052
critique,1014,0.03681446670578052
